claim_id,customer_age,policy_tenure_years,claim_amount,claim_duration_days,claim_type,anomaly
62,35,13.6,89445.59,25,Vehicle,0
63,21,2.3,65556.71,9,Health,0
64,42,4.0,56966.02,13,Vehicle,0
65,77,2.7,147502.97,58,Vehicle,0
66,31,3.1,14487.29,11,Vehicle,0
67,67,12.1,73326.21,37,Property,0
68,75,8.9,132233.01,51,Health,0
69,26,14.4,89517.43,29,Vehicle,0
70,43,3.9,46285.85,29,Health,0
71,70,7.5,114069.44,8,Health,0
72,19,14.7,266093.92,9,Vehicle,0
73,37,12.5,19012.86,39,Vehicle,0
74,45,11.1,20704.26,35,Health,0
75,64,3.2,71902.75,41,Health,0
76,77,11.7,25927.48,54,Health,0
77,24,5.5,67375.35,40,Vehicle,0
78,61,8.2,34164.47,25,Health,0
79,78,9.3,35467.75,33,Health,0
80,25,9.3,68004.86,28,Property,0
81,64,11.0,45121.73,50,Property,0
82,52,10.1,17761.22,55,Vehicle,0
83,31,1.5,73578.09,19,Vehicle,0
84,34,7.1,74704.38,1,Vehicle,0
85,53,10.1,62151.27,32,Vehicle,0
86,67,4.8,43534.53,16,Health,0
87,57,5.0,68367.31,25,Vehicle,0
88,21,2.3,274529.7,49,Health,0
89,19,6.6,44302.47,51,Vehicle,0
90,79,14.8,47850.23,14,Vehicle,0
91,23,4.6,48518.71,37,Property,0
92,71,8.2,205098.37,50,Health,0
93,59,11.3,59625.05,38,Property,0
94,21,0.7,56551.64,4,Vehicle,0
95,71,13.6,32162.5,2,Property,0
96,46,6.1,7362.49,9,Health,0
97,35,13.1,32258.46,10,Health,0
98,43,1.1,95014.45,12,Vehicle,0
99,61,2.6,90435.23,45,Vehicle,0
100,51,5.2,112920.96,30,Health,0
101,27,5.5,102648.22,5,Property,0
102,79,12.8,44424.59,42,Vehicle,0
103,53,0.7,38637.08,31,Health,0
104,31,9.8,81594.31,51,Vehicle,0
105,48,2.4,77451.01,2,Health,0
106,65,12.4,189452.41,21,Vehicle,0
107,32,11.8,147910.2,47,Health,0
108,25,7.7,44875.29,3,Property,0
109,31,3.6,87749.08,1,Health,0
110,40,9.7,5580.26,19,Vehicle,0
111,77,2.8,32010.26,44,Vehicle,0
112,74,3.3,109730.34,10,Health,0
113,79,9.6,44468.23,59,Health,0
114,57,14.9,38728.57,17,Property,0
115,38,13.4,27397.47,40,Health,0
116,33,9.1,14805.5,47,Property,0
117,62,8.3,40471.31,50,Health,0
118,35,15.0,79003.49,2,Health,0
119,64,8.4,68220.07,55,Vehicle,0
120,70,6.6,70648.35,33,Vehicle,0
121,41,13.7,56987.48,44,Health,0
122,43,3.9,56580.26,18,Vehicle,0
123,42,1.9,10655.86,18,Health,0
124,77,9.7,591786.3073868536,216,Vehicle,1
125,77,1.9,18996.05,43,Health,0
126,77,5.9,41833.6,1,Vehicle,0
127,62,6.6,27333.93,5,Health,0
128,58,8.4,23953.34,5,Vehicle,0
129,46,14.9,96984.66,11,Vehicle,0
130,32,3.7,32425.83,33,Health,0
131,62,5.9,86450.13,37,Health,0
132,18,2.4,213055.44,48,Health,0
133,42,9.3,160117.46,8,Health,0
134,24,11.1,28130.85,2,Vehicle,0
135,26,7.5,56081.47,17,Vehicle,0
136,41,4.1,95198.34,47,Property,0
137,18,9.5,226693.83,23,Health,0
138,61,8.3,73924.6,19,Health,0
139,25,3.0,50909.82,48,Health,0
140,41,6.4,54566.59,19,Property,0
141,28,6.8,53503.66,52,Property,0
142,68,14.7,30769.57,35,Health,0
143,34,12.8,34061.59,5,Vehicle,0
144,25,11.1,97943.12,44,Health,0
145,52,13.4,79789.35,39,Vehicle,0
146,52,11.2,47060.07,22,Property,0
147,50,13.6,16198.78,9,Vehicle,0
148,76,1.3,49787.29,12,Property,0
149,22,7.1,50391.27,58,Health,0
150,59,11.3,126790.13,46,Health,0
151,56,9.0,127229.88,43,Vehicle,0
152,75,3.0,52755.53,55,Health,0
153,58,5.4,112654.02,14,Health,0
154,45,5.1,49998.45,43,Health,0
155,24,4.3,102498.88,43,Health,0
156,26,5.5,20860.34,45,Vehicle,0
157,25,8.0,49923.25,49,Property,0
158,29,12.9,128167.14386348183,196,Health,1
159,51,11.3,31663.82,13,Health,0
160,50,12.6,51534.72,36,Property,0
161,65,13.3,118452.39,51,Health,0
162,72,6.5,57057.98,9,Vehicle,0
163,40,5.5,47791.97,50,Vehicle,0
164,79,1.3,107812.77,25,Vehicle,0
165,41,14.0,105720.67,40,Vehicle,0
166,54,1.5,36856.85,57,Vehicle,0
167,52,11.2,7972.19,45,Property,0
168,61,6.0,157879.68,51,Property,0
169,57,14.3,95105.23,43,Health,0
170,39,6.6,73325.73,17,Health,0
171,44,12.3,63785.16,15,Health,0
172,52,4.6,15648.67,8,Health,0
173,18,4.8,56635.86,2,Property,0
174,52,9.1,31385.1,5,Vehicle,0
175,54,15.0,121497.01,48,Vehicle,0
176,64,8.0,83081.86,2,Vehicle,0
177,31,14.1,103713.4,1,Health,0
178,20,11.9,73605.63,19,Health,0
179,18,12.0,52052.73,11,Property,0
180,22,6.8,55565.52,13,Property,0
181,43,6.1,123622.68,43,Property,0
182,72,3.3,28806.48,12,Health,0
183,31,14.5,107124.68,42,Vehicle,0
184,56,14.4,73874.92,47,Health,0
185,44,11.3,47351.51,48,Property,0
186,26,4.8,82777.08,14,Health,0
187,32,4.1,44297.46,32,Health,0
188,32,14.8,41496.28,35,Vehicle,0
189,43,1.5,82309.95,28,Health,0
190,59,12.7,166362.32,13,Health,0
191,77,5.7,60741.7,43,Health,0
192,30,6.6,98451.65,57,Health,0
193,68,12.6,53200.87,27,Health,0
194,49,1.8,182541.34,44,Vehicle,0
195,56,5.6,54367.28,58,Health,0
196,66,14.3,17337.4,33,Vehicle,0
197,69,10.6,108883.34,33,Health,0
198,78,11.4,82819.89,41,Health,0
199,49,11.5,26644.78,38,Health,0
200,21,1.4,140725.03,9,Health,0
201,47,3.4,6588.58,26,Property,0
202,54,7.6,128419.74,5,Health,0
203,40,5.8,260085.93208339636,136,Property,1
204,56,6.5,36921.84,53,Property,0
205,62,11.8,113377.4,3,Vehicle,0
206,32,0.7,18243.62,29,Property,0
207,60,10.1,17991.07,18,Health,0
208,46,0.5,77339.44,30,Health,0
209,53,1.4,141857.64,57,Health,0
210,30,6.4,52278.14,15,Property,0
211,49,12.7,70326.47,14,Health,0
212,24,2.6,96516.01,43,Property,0
213,76,8.5,91099.78,40,Health,0
214,68,10.3,91970.85,4,Health,0
215,39,3.8,155345.04,25,Health,0
216,45,7.9,53587.24,20,Vehicle,0
217,19,13.7,154700.22,24,Health,0
218,59,7.9,91140.49,23,Health,0
219,62,2.8,73482.86,45,Health,0
220,79,9.6,33813.75,25,Health,0
221,74,9.1,20528.27,20,Property,0
222,70,0.9,52619.9,14,Vehicle,0
223,23,1.8,87256.17,34,Health,0
224,45,2.8,44204.42,33,Vehicle,0
225,45,2.5,68220.66,17,Vehicle,0
226,61,4.3,89274.76,46,Vehicle,0
227,61,7.1,114145.64,58,Health,0
228,37,5.9,70767.85,23,Vehicle,0
229,47,13.4,21844.51,16,Health,0
230,79,9.4,76594.74,50,Health,0
231,28,13.2,73012.69,30,Vehicle,0
232,75,8.1,187043.8,8,Health,0
233,72,1.8,132725.34,37,Health,0
234,45,7.2,106567.84,2,Vehicle,0
235,42,12.4,158543.0408231979,16,Vehicle,1
236,56,3.3,53117.6,22,Vehicle,0
237,79,1.8,129617.39,3,Health,0
238,50,5.3,20484.58,56,Vehicle,0
239,18,6.1,93612.31,28,Health,0
240,74,4.9,38125.45,54,Health,0
241,44,2.5,84597.43,55,Vehicle,0
242,79,4.1,40773.86,46,Property,0
243,74,10.4,74211.57,12,Health,0
244,69,6.1,64526.57,15,Health,0
245,30,9.7,111695.97,58,Health,0
246,58,8.3,67860.5,28,Health,0
247,20,8.5,54700.83,29,Vehicle,0
248,56,4.1,25851.64,33,Property,0
249,23,8.1,119977.11,59,Health,0
250,25,0.8,52286.53,37,Health,0
251,44,6.8,80559.17,51,Health,0
252,26,8.8,280722.25,52,Property,0
253,79,3.1,78851.44,37,Health,0
254,54,4.2,31307.49,1,Property,0
255,50,3.7,117598.6,50,Property,0
256,68,1.5,17793.75,52,Health,0
257,59,5.5,33831.35,22,Vehicle,0
258,61,14.7,44738.65,10,Health,0
259,41,5.6,49708.03,59,Property,0
260,32,7.2,117176.65,24,Vehicle,0
261,76,10.0,36147.63,22,Health,0
262,71,9.9,42647.05,31,Vehicle,0
263,49,14.3,51700.62,18,Health,0
264,49,12.9,105635.54,56,Vehicle,0
265,41,12.0,45447.83,13,Vehicle,0
266,58,14.3,46499.04,31,Vehicle,0
267,69,3.8,51495.95,36,Health,0
268,66,9.4,15314.4,55,Health,0
269,79,13.4,60034.58,5,Vehicle,0
270,66,9.6,240095.71,42,Vehicle,0
271,75,14.7,112358.31,55,Health,0
272,69,2.0,49474.98,20,Property,0
273,29,6.9,66277.82,39,Vehicle,0
274,79,14.7,56805.4,7,Vehicle,0
275,56,6.0,127246.48,57,Vehicle,0
276,19,11.2,48216.22,8,Property,0
277,20,0.9,25591.75,8,Vehicle,0
278,66,10.6,80612.81,47,Vehicle,0
279,54,14.1,133141.82,55,Health,0
280,66,6.0,82999.39,36,Property,0
281,73,0.8,39085.68,23,Health,0
282,34,0.9,135984.57,15,Health,0
283,76,13.4,37714.29,32,Health,0
284,66,11.0,32289.46,17,Vehicle,0
285,19,2.0,85828.07,13,Health,0
286,19,1.3,76379.18,52,Health,0
287,45,12.2,43896.45,37,Vehicle,0
288,71,12.2,121518.03,41,Vehicle,0
289,40,2.2,59048.24,58,Health,0
290,54,4.9,84129.39,39,Vehicle,0
291,49,11.8,100623.59,47,Vehicle,0
292,50,8.1,77816.4,27,Health,0
293,18,14.4,39326.55,27,Health,0
294,36,7.5,177584.11,17,Health,0
295,79,10.3,57975.48,23,Property,0
296,19,7.9,306939.83,32,Health,0
297,70,14.2,11391.14,54,Vehicle,0
298,61,6.3,55930.89,34,Health,0
299,43,3.8,99391.98,45,Health,0
300,49,5.2,141341.89,30,Property,0
301,23,12.9,121325.02,53,Property,0
302,49,7.7,38175.71,17,Health,0
303,72,5.6,25031.71,22,Health,0
304,21,8.4,34334.4,59,Health,0
305,72,2.4,18990.05,54,Vehicle,0
306,28,0.6,153619.245727484,76,Health,1
307,73,4.6,154682.31,41,Health,0
308,76,9.3,91311.7,43,Property,0
309,34,10.8,84990.32,35,Health,0
310,55,12.5,84238.41,4,Vehicle,0
311,41,13.9,94101.6,44,Health,0
312,22,6.5,102710.51,32,Health,0
313,69,11.2,81330.11,12,Health,0
314,51,1.6,69044.62,45,Health,0
315,23,1.3,61271.4,24,Health,0
316,39,2.3,159830.2,24,Health,0
317,28,7.0,115130.03,1,Vehicle,0
318,65,3.6,99001.78,49,Vehicle,0
319,33,4.7,51330.42,38,Vehicle,0
320,50,9.9,434741.06735980674,66,Health,1
321,26,5.7,80070.71,14,Health,0
322,77,8.6,72696.3,4,Vehicle,0
323,76,6.5,93417.07,7,Vehicle,0
324,23,3.0,98641.27,29,Health,0
325,33,1.6,108295.87,23,Vehicle,0
326,46,3.9,159350.37,17,Vehicle,0
327,20,1.3,92104.46,37,Health,0
328,37,9.5,144297.34,9,Health,0
329,77,12.0,85348.07,1,Health,0
330,76,5.4,18721.81,31,Health,0
331,53,6.1,44418.52,22,Health,0
332,36,12.3,38419.88,3,Vehicle,0
333,43,3.7,80631.79,30,Health,0
334,20,2.2,82381.7,8,Property,0
335,36,7.8,85710.03,41,Vehicle,0
336,37,9.9,102318.82,46,Health,0
337,49,9.2,19492.81,16,Property,0
338,24,10.9,132860.24,10,Health,0
339,69,1.3,51719.59,18,Health,0
340,58,6.7,144101.17,16,Health,0
341,50,4.0,97297.41,43,Health,0
342,57,11.5,61365.83,5,Health,0
343,56,13.2,195090.97089315142,12,Vehicle,1
344,35,4.6,187811.7045312129,50,Vehicle,1
345,57,1.9,79475.51,35,Property,0
346,18,4.2,30459.32,25,Property,0
347,28,2.0,68905.66,12,Health,0
348,45,5.2,70701.6,8,Health,0
349,74,8.3,103777.39,34,Health,0
350,42,14.6,62488.69,1,Vehicle,0
351,67,6.3,102509.72,17,Health,0
352,40,3.7,93785.71,17,Vehicle,0
353,48,2.9,111160.26,44,Vehicle,0
354,47,3.0,29171.24,37,Health,0
355,59,3.3,119417.97,4,Health,0
356,52,11.6,73655.92,8,Health,0
357,24,1.4,54689.47,10,Vehicle,0
358,77,15.0,74577.84,25,Vehicle,0
359,33,8.1,54146.9,26,Health,0
360,43,8.4,78415.3,37,Health,0
361,65,5.7,55689.63,16,Health,0
362,74,10.5,99274.14,12,Health,0
363,69,7.3,95139.17,35,Health,0
364,77,5.3,27930.34,37,Health,0
365,66,4.3,43583.05,57,Health,0
366,19,13.9,125095.36,12,Property,0
367,18,4.7,27739.45,35,Health,0
368,65,6.8,31848.95,5,Health,0
369,79,5.6,73813.53,53,Health,0
370,29,1.7,33473.5,17,Vehicle,0
371,22,3.2,53164.23,26,Health,0
372,54,3.2,16235.05,27,Property,0
373,49,10.6,72111.29,9,Vehicle,0
374,76,6.4,100626.39,4,Health,0
375,72,11.8,45026.0,53,Vehicle,0
376,26,10.8,52945.38,26,Health,0
377,58,3.3,41738.7,34,Vehicle,0
378,52,8.7,64892.79,34,Health,0
379,36,11.3,35258.15,59,Health,0
380,65,9.7,48083.82,31,Health,0
381,33,9.2,152035.02,15,Health,0
382,20,11.2,181387.48,57,Vehicle,0
383,37,1.3,85576.27,16,Health,0
384,41,11.1,31377.83,31,Vehicle,0
385,71,4.5,86430.35,48,Health,0
386,73,8.8,170240.38,44,Health,0
387,50,4.0,33641.53,33,Vehicle,0
388,41,12.7,26668.74,32,Vehicle,0
389,69,7.5,107955.91,45,Property,0
390,28,9.8,100019.79,10,Vehicle,0
391,66,12.0,22879.46,29,Vehicle,0
392,25,13.5,102118.54,50,Health,0
393,53,11.1,84933.47,2,Vehicle,0
394,55,2.7,18858.06,24,Vehicle,0
395,57,12.9,33230.2,24,Vehicle,0
396,37,9.5,200259.39,9,Vehicle,0
397,79,9.3,277094.10357924225,190,Health,1
398,52,13.9,63289.55,33,Vehicle,0
399,65,4.1,64321.15,5,Vehicle,0
400,79,4.0,52988.74,11,Health,0
401,42,7.9,83147.86,58,Health,0
402,52,11.4,44572.36,11,Property,0
403,42,7.0,59141.95,45,Health,0
404,46,9.7,46092.68,38,Health,0
405,35,7.1,256390.38,45,Property,0
406,63,9.4,141255.0,41,Vehicle,0
407,35,12.4,80332.14,13,Property,0
408,19,3.1,58564.96,33,Vehicle,0
409,71,10.6,41420.7,4,Health,0
410,52,11.9,85812.29,35,Vehicle,0
411,33,7.0,94191.53,6,Health,0
412,78,5.2,72165.51,2,Health,0
413,58,0.7,36669.85,41,Health,0
414,53,12.1,64891.62,3,Vehicle,0
415,50,5.3,115146.09,12,Health,0
416,21,5.7,50037.67,45,Health,0
417,50,5.4,117470.85,59,Health,0
418,31,7.7,104004.72,2,Health,0
419,38,10.7,33724.89,28,Vehicle,0
420,65,11.7,100907.18,44,Health,0
421,37,6.2,28656.07,5,Health,0
422,73,10.1,147966.67464126027,45,Vehicle,1
423,25,10.9,70081.11,22,Health,0
424,24,4.8,110415.74,12,Health,0
425,20,1.9,43814.04,54,Vehicle,0
426,34,13.5,61384.19,3,Health,0
427,50,10.3,169997.29,5,Health,0
428,65,9.9,181318.52,49,Vehicle,0
429,29,1.4,14437.24,13,Health,0
430,76,12.4,65397.31,31,Health,0
431,68,8.7,19989.7,3,Health,0
432,39,12.8,16513.03,18,Property,0
433,72,14.6,93699.73,16,Health,0
434,39,14.4,35791.19,2,Vehicle,0
435,63,12.9,32571.72,11,Health,0
436,47,0.7,79993.82,24,Health,0
437,55,13.3,84084.62,29,Health,0
438,55,1.6,151834.46,53,Vehicle,0
439,62,12.8,43249.17,46,Vehicle,0
440,68,4.6,151624.64,42,Health,0
441,71,9.3,96253.47,57,Health,0
442,25,1.1,61521.78,42,Health,0
443,44,11.7,48618.85,7,Health,0
444,44,2.1,77865.04,48,Vehicle,0
445,51,6.5,52332.36,19,Vehicle,0
446,38,12.4,57947.57,17,Health,0
447,47,10.6,73531.14,7,Property,0
448,50,0.6,70996.81,3,Vehicle,0
449,45,6.3,53815.16,34,Health,0
450,64,1.1,201588.45,34,Vehicle,0
451,50,10.3,24792.1,33,Vehicle,0
452,22,14.5,53624.06,53,Health,0
453,77,10.0,162216.17,32,Vehicle,0
454,78,3.8,37033.21,53,Vehicle,0
455,65,5.7,29315.61,24,Vehicle,0
456,36,14.7,36974.13,47,Property,0
457,21,3.7,41958.29,58,Vehicle,0
458,52,8.6,65633.4,55,Property,0
459,66,6.3,62262.55,21,Health,0
460,34,11.6,92604.49,32,Health,0
461,61,13.1,33942.37,27,Health,0
462,45,5.4,60341.45,22,Health,0
463,47,10.1,80699.75,14,Property,0
464,46,8.5,117701.99,14,Health,0
465,63,4.5,28408.65,59,Health,0
466,70,4.4,13838.05,45,Property,0
467,23,8.3,98206.47,57,Vehicle,0
468,52,2.7,35183.7,51,Health,0
469,77,12.3,92371.57,59,Vehicle,0
470,58,1.5,33866.39,43,Health,0
471,54,1.9,56695.14,11,Vehicle,0
472,41,5.5,46386.98,26,Property,0
473,46,2.2,115902.06,27,Vehicle,0
474,66,7.4,100705.64,57,Health,0
475,63,6.3,29812.95,20,Health,0
476,70,11.0,7933.16,3,Health,0
477,48,14.3,50668.37,30,Property,0
478,52,11.4,30718.7,17,Health,0
479,77,3.1,14753.77,11,Health,0
480,50,14.1,28380.79,6,Health,0
481,69,6.2,13782.1,55,Health,0
482,78,7.4,77975.66,1,Vehicle,0
483,38,6.6,100251.84,12,Health,0
484,49,4.6,24993.75,49,Property,0
485,40,13.5,43278.82,32,Property,0
486,50,5.3,45301.06,11,Vehicle,0
487,20,8.9,59454.79,5,Vehicle,0
488,35,4.0,185870.98,38,Health,0
489,42,12.1,34510.39,8,Vehicle,0
490,59,11.7,42427.79,19,Vehicle,0
491,48,4.8,77093.73,22,Health,0
492,71,10.4,56529.36,51,Health,0
493,75,10.7,62420.96,45,Vehicle,0
494,20,8.7,210795.75,35,Property,0
495,57,9.2,63154.19,33,Health,0
496,63,8.8,64045.88,25,Health,0
497,41,1.7,32477.06,20,Vehicle,0
498,67,10.2,54034.77,37,Health,0
499,49,7.3,93995.77,20,Health,0
500,64,6.9,46401.38,4,Health,0
501,39,13.0,46315.47,9,Vehicle,0
502,40,0.8,48077.2,22,Health,0
503,19,4.1,124172.93,12,Health,0
504,44,2.3,57027.95,19,Property,0
505,59,1.0,67179.28,28,Vehicle,0
506,19,4.5,27835.61,55,Vehicle,0
507,43,14.8,157884.17,24,Health,0
508,34,4.4,27752.79,46,Vehicle,0
509,57,10.1,45743.52,36,Health,0
510,50,2.2,84363.85,23,Vehicle,0
511,26,9.2,122810.41,32,Health,0
512,60,14.8,68958.17,45,Vehicle,0
513,71,4.7,36505.24,37,Property,0
514,65,12.8,6607.62,12,Property,0
515,56,15.0,100482.56,19,Vehicle,0
516,46,9.0,24755.12,58,Health,0
517,59,5.0,32986.93,46,Property,0
518,72,10.3,273935.58,23,Health,0
519,43,12.8,147513.84,21,Vehicle,0
520,52,3.0,52876.64,44,Property,0
521,67,7.1,16101.45,3,Property,0
522,42,5.1,38507.06,56,Health,0
523,41,4.6,80855.12,39,Health,0
524,30,13.0,84989.38,2,Vehicle,0
525,77,6.6,54002.77,14,Vehicle,0
526,75,5.4,42779.18,20,Property,0
527,24,9.3,54657.94,22,Property,0
528,74,3.7,49541.5,34,Health,0
529,53,3.8,125293.21,8,Health,0
530,62,8.0,31343.28,28,Health,0
531,37,6.4,77626.82,15,Vehicle,0
532,18,4.8,104105.63,6,Vehicle,0
533,25,1.3,113226.56,27,Health,0
534,63,8.1,58682.66,49,Health,0
535,33,12.3,65205.48,51,Health,0
536,31,12.8,161290.4,43,Health,0
537,29,3.9,37284.93,25,Health,0
538,68,9.2,256844.08,59,Vehicle,0
539,40,12.9,29557.27,9,Health,0
540,32,6.4,11909.9,29,Health,0
541,45,14.0,89147.73,26,Health,0
542,51,13.6,123826.87,37,Health,0
543,19,3.5,4689.81,37,Health,0
544,49,4.3,17660.5,55,Health,0
545,40,3.1,163560.53,47,Health,0
546,39,3.3,54728.76,36,Property,0
547,68,13.7,47594.76,8,Vehicle,0
548,42,14.0,14929.31,40,Vehicle,0
549,75,1.3,71090.96,23,Health,0
550,79,9.1,128571.52,42,Health,0
551,78,8.7,25761.2,52,Vehicle,0
552,39,6.2,116722.10456642833,245,Health,1
553,75,9.7,47866.84,35,Health,0
554,75,14.2,70010.34,49,Health,0
555,39,3.0,59748.23,55,Health,0
556,66,2.2,86727.08258002777,6,Vehicle,1
557,69,1.0,53180.78,24,Health,0
558,59,5.8,44056.87,29,Property,0
559,23,5.4,52718.09,16,Health,0
560,32,6.7,23485.93,53,Health,0
561,71,7.8,209744.99,5,Vehicle,0
562,60,11.5,28338.49,48,Health,0
563,77,6.2,126716.83,1,Health,0
564,54,5.3,57956.98,33,Vehicle,0
565,50,12.5,202954.46,2,Health,0
566,25,12.8,12563.67,35,Vehicle,0
567,70,3.9,13576.52,17,Vehicle,0
568,77,5.1,40020.3,49,Vehicle,0
569,61,12.5,110884.74,47,Vehicle,0
570,61,1.7,44304.28,1,Health,0
571,22,5.2,144744.75,50,Property,0
572,56,7.0,75224.44,40,Health,0
573,21,3.2,85201.23,49,Vehicle,0
574,23,3.1,239450.50333530467,39,Health,1
575,62,6.7,31000.0,8,Health,0
576,49,11.4,36654.78,12,Health,0
577,69,12.7,42599.51,16,Health,0
578,47,14.7,22592.14,11,Health,0
579,64,1.6,160361.21,38,Health,0
580,52,3.6,121258.91,5,Health,0
581,72,11.5,91314.8,48,Health,0
582,57,8.3,35477.13,57,Property,0
583,69,5.3,60054.71,33,Vehicle,0
584,33,3.5,45117.13,33,Health,0
585,30,4.6,104334.48,10,Health,0
586,67,6.7,35558.48,27,Property,0
587,77,3.1,41034.17,20,Property,0
588,59,14.5,124401.28,13,Health,0
589,47,2.1,85589.34,14,Health,0
590,36,14.8,6657.83,57,Health,0
591,34,12.7,26721.39,14,Health,0
592,73,6.6,80154.14,36,Health,0
593,36,11.2,145353.45,41,Health,0
594,45,10.2,154779.12,9,Health,0
595,75,3.6,97723.99,25,Health,0
596,72,5.4,364557.7497758678,6,Property,1
597,43,7.9,48691.5,3,Health,0
598,54,9.7,31275.76,1,Health,0
599,43,8.4,34819.79,22,Property,0
600,70,7.4,44837.46,22,Vehicle,0
601,79,6.9,54095.94,40,Property,0
602,40,7.7,17001.53,32,Vehicle,0
603,26,6.8,77012.27,49,Vehicle,0
604,29,8.3,35565.2,41,Health,0
605,70,13.4,75851.91,57,Property,0
606,18,9.7,28450.68,45,Health,0
607,75,11.0,159940.25,54,Vehicle,0
608,75,9.2,125444.83,41,Vehicle,0
609,18,9.8,153102.83,19,Vehicle,0
610,64,8.9,87037.36,31,Vehicle,0
611,51,0.9,68616.02,31,Health,0
612,49,15.0,41764.47,52,Vehicle,0
613,79,1.0,98982.51,10,Vehicle,0
614,71,6.2,82980.92,46,Property,0
615,65,2.0,55151.25,32,Health,0
616,42,1.9,48758.88,14,Health,0
617,57,12.0,48734.55,36,Property,0
618,62,6.7,51798.78,5,Health,0
619,70,12.1,18501.58,17,Health,0
620,18,4.5,104428.76,3,Vehicle,0
621,33,4.2,147602.53,42,Health,0
622,78,4.1,104286.08,18,Property,0
623,56,9.4,63073.02,6,Health,0
624,22,12.3,217337.52,47,Health,0
625,39,7.1,52433.23,5,Vehicle,0
626,46,6.0,44063.33,26,Health,0
627,72,14.6,217364.39,56,Vehicle,0
628,20,2.2,112309.72,55,Vehicle,0
629,29,7.6,91959.69,43,Health,0
630,43,6.4,4139.71,1,Vehicle,0
631,33,1.9,58833.12,20,Vehicle,0
632,68,4.4,41897.58,59,Property,0
633,54,0.9,90413.58,28,Vehicle,0
634,39,13.2,20124.34,8,Vehicle,0
635,74,9.3,18828.07,33,Vehicle,0
636,46,12.3,41560.0,29,Health,0
637,31,8.1,57617.02,34,Vehicle,0
638,45,9.2,48145.27,19,Health,0
639,22,10.7,165579.95,28,Health,0
640,64,13.7,54576.77,58,Health,0
641,66,1.8,108017.54,57,Health,0
642,47,5.3,71747.14,44,Vehicle,0
643,63,10.8,110640.93,51,Health,0
644,79,14.4,41304.87,9,Health,0
645,69,14.7,243657.1951537139,240,Vehicle,1
646,22,9.8,40894.39,30,Health,0
647,29,3.3,62911.35,59,Health,0
648,33,2.2,79268.82,28,Health,0
649,43,14.2,56737.62,1,Property,0
650,43,6.8,65296.56,32,Health,0
651,65,3.3,112419.46,35,Property,0
652,38,14.0,243443.17386999697,240,Health,1
653,56,2.0,9657.98,6,Vehicle,0
654,53,11.1,85656.19,45,Vehicle,0
655,50,9.6,79587.41,17,Vehicle,0
656,79,1.8,64738.58,7,Health,0
657,47,5.4,55765.06,48,Health,0
658,54,2.7,11310.8,39,Health,0
659,40,9.3,153083.68003635306,252,Health,1
